game_id,rating
2,1902.3
7,1965.39
11,1693.26
14,1675.42
27,2054.37
28,1862.56
32,1804.98
40,1892.75
41,1974.0
44,2136.08
55,1930.86
57,1957.49
60,1872.63
61,1921.36
62,1744.98
63,1991.8
65,1878.93
68,1932.05
69,1750.47
70,1860.12
78,1971.52
82,2015.77
85,2040.75
86,2047.42
90,1495.56
91,1936.57
92,1915.71
93,1863.7
94,1953.86
100,1477.13
102,1805.87
103,1941.06
107,1763.46
110,1748.36
119,1953.33
121,2025.81
125,1888.32
130,1880.22
131,2022.85
135,1977.99
137,2031.17
138,2073.46
139,1979.63
145,1987.93
151,1843.88
152,1798.26
155,2004.71
161,2126.39
162,1958.11
167,1980.19
168,1639.21
173,1853.88
175,1950.37
177,2026.53
184,1523.97
188,1608.17
191,1642.04
195,1939.09
198,1983.68
200,1808.74
201,2075.85
206,1988.25
207,2017.33
208,1804.47
212,2016.56
213,2016.86
219,1749.84
221,1599.39
223,1614.25
230,2019.08
231,1761.15
232,1950.92
235,1867.27
238,2061.93
239,2001.21
240,1877.72
243,1874.39
244,1882.91
251,1884.19
255,1616.4
256,1870.98
258,1992.59
259,1948.04
261,1851.08
262,1880.21
263,1540.72
264,1855.59
265,1496.8
269,2113.26
270,1858.72
273,1790.84
276,1898.53
278,1854.09
281,1809.21
285,2020.28
286,1775.71
288,2072.06
291,1721.27
295,1529.31
296,1715.9
305,1853.75
307,1859.66
309,1960.01
310,1654.48
312,1795.13
320,2002.19
322,1614.97
323,1980.95
324,1945.72
327,1669.99
329,1786.59
330,1908.11
333,1984.63
334,1610.08
335,1523.97
338,1891.78
342,1774.04
346,1877.24
347,1620.87
350,2010.47
351,2074.18
354,1649.56
361,1842.77
366,1852.76
369,1628.97
371,1724.33
374,2110.04
375,2180.69
376,1557.74
378,1873.07
386,1501.07
389,1970.68
398,1963.55
400,2045.68
401,1855.09
402,1621.76
403,2111.61
410,1951.64
412,1635.59
416,1580.96
418,2059.93
419,2118.2
420,1936.86
425,2080.89
428,1854.17
429,1388.37
435,1857.61
439,1847.69
441,1862.02
443,1890.59
446,1853.19
450,1801.49
451,1882.26
452,1849.48
456,1740.32
462,1743.13
463,1887.93
464,2064.76
465,1958.11
466,1977.9
469,1893.41
470,1785.33
472,1855.93
473,1816.75
476,2042.15
477,1759.36
478,1935.59
479,1889.81
481,1932.63
482,1253.0
483,1915.89
485,1854.95
487,2044.1
488,2033.26
490,1852.32
500,1964.55
508,1855.57
509,1779.27
512,1799.2
518,1868.65
520,1533.5
522,1749.53
523,1849.04
528,1993.64
530,2082.3
533,1846.16
534,1886.99
542,2006.47
544,1828.02
546,1890.51
550,1906.01
551,1622.23
559,1784.39
560,2031.16
563,1901.0
566,2145.59
569,1801.53
573,2014.64
574,2036.12
578,1859.18
579,1965.89
589,1914.0
594,1863.33
595,1650.57
599,2081.9
601,1862.25
605,1781.28
608,1885.22
610,1693.19
616,1867.89
619,2111.54
631,1906.34
633,1895.84
636,1932.19
639,2022.17
644,2065.4
647,1912.84
650,1911.12
651,1923.99
652,1933.79
655,1690.06
659,1529.48
663,1905.7
668,1888.87
672,1962.95
680,1749.01
683,1805.46
685,1539.78
688,1524.15
693,1896.31
700,1880.99
702,1889.84
703,1855.39
708,1878.69
710,1937.63
713,1550.0
714,1850.31
719,1891.72
723,1453.21
729,1835.32
730,1945.72
738,1904.53
739,1676.93
740,2017.85
741,1901.97
742,2015.47
744,1873.07
747,1958.81
748,1934.34
753,2059.79
754,1917.38
761,1906.94
762,1744.25
763,1801.86
776,1878.75
781,1902.1
782,1925.05
786,2004.51
788,1887.39
791,1970.87
793,1872.36
797,1543.73
800,1606.71
801,1815.66
811,1788.14
812,1858.43
813,1764.12
814,1636.46
815,2026.86
818,1832.08
820,1947.4
824,2117.72
828,1867.34
837,1697.09
838,1890.53
839,1891.72
842,1979.12
845,1826.13
847,1852.69
854,2023.86
858,1867.07
860,2034.57
861,1930.14
862,1900.18
867,1865.31
872,1790.74
874,1563.19
879,2113.5
883,1947.24
895,1686.24
896,2043.05
899,1592.25
900,1967.84
901,1966.46
903,1839.98
906,1778.27
907,1897.72
908,1814.54
909,1764.01
910,1919.1
913,1954.68
914,1632.33
917,1381.72
918,2024.53
919,1759.32
921,2005.46
923,1807.35
925,1770.59
926,1715.87
927,1806.68
937,2008.99
939,1911.34
951,1809.64
957,2025.69
959,1894.42
960,1843.64
965,1721.0
967,1898.53
973,1842.01
975,1959.39
977,1898.16
984,1872.81
986,2120.12
988,1594.96
990,1937.06
993,1824.69
997,1768.44
998,1842.26
1005,1896.93
1007,1779.92
1008,1742.77
1010,2105.29
1015,1889.61
1018,1702.63
1019,1965.37
1021,1876.18
1027,1530.89
1028,1964.88
1029,2050.03
1031,2083.31
1039,1866.38
1041,1858.94
1043,1571.45
1048,1996.51
1049,1864.43
1050,1796.22
1051,1987.64
1052,1951.71
1053,1538.36
1056,1684.29
1061,2032.81
1062,1816.51
1065,2066.77
1074,1860.4
1076,1854.64
1077,1487.67
1080,2048.61
1085,1855.38
1100,1665.0
1101,1819.17
1103,2070.61
1106,1899.43
1108,1979.86
1109,2086.89
1110,1886.79
1114,1827.67
1115,1686.43
1123,2021.49
1126,1934.13
1128,1607.18
1131,1931.2
1132,1758.77
1135,1954.48
1136,1885.24
1137,1901.06
1138,1749.26
1140,1907.98
1149,1742.33
1152,1825.38
1153,1996.25
1154,1486.13
1156,1963.21
1157,1785.93
1160,1694.42
1162,1822.36
1164,1980.77
1166,1945.23
1167,1795.04
1172,1996.18
1175,1883.41
1178,1897.18
1180,1847.83
1182,1905.7
1183,1797.03
1187,1905.12
1189,1705.93
1191,2007.63
1193,1660.0
1195,1893.82
1196,1939.27
1199,1723.72
1201,1784.32
1203,1857.05
1204,2090.04
1208,1773.583333333333
1211,1828.25
1216,1962.03
1223,1798.51
1227,1923.3
1229,2041.86
1232,1882.77
1234,1926.98
1235,1883.58
1236,1923.95
1243,1938.19
1244,1562.35
1246,1636.26
1255,1901.53
1258,1899.99
1259,1714.24
1264,1810.18
1268,1792.28
1281,1841.19
1284,1883.76
1291,1913.1
1294,1788.94
1295,1851.28
1296,1733.0
1297,1735.0
1298,1915.3
1301,1884.55
1302,1955.45
1316,1673.5
1322,1641.84
1323,1892.37
1325,1756.43
1326,2014.03
1337,1900.26
1341,1834.35
1343,1871.15
1354,1840.13
1358,1894.69
1359,1850.54
1362,1899.24
1369,1794.75
1373,1669.2
1387,1911.38
1388,1900.73
1391,1641.24
1392,2000.43
1397,1743.52
1400,1900.47
1402,1774.63
1405,1923.92
1406,1918.99
1408,1797.27
1409,1778.97
1413,1876.34
1417,1844.2
1418,1689.18
1421,1930.44
1423,1823.08
1429,1697.41
1432,1958.94
1436,1910.94
1437,1959.57
1440,1518.86
1441,1742.34
1444,1840.6
1445,1789.55
1447,1689.43
1453,1693.41
1462,1902.81
1464,1803.51
1465,1599.4
1469,2000.82
1473,1956.33
1477,1855.84
1481,2120.76
1482,1850.18
1485,2028.25
1488,1828.58
1490,1657.13
1494,1959.03
1505,1868.79
1506,1878.33
1508,1966.16
1512,1833.13
1517,1845.29
1519,1847.2
1526,1767.27
1532,1930.96
1533,1730.68
1536,1702.53
1539,1967.36
1540,1634.4
1541,1974.39
1551,1826.64
1555,1952.97
1557,2011.61
1558,1971.52
1559,1778.32
1562,1814.51
1566,2028.85
1567,1734.3
1569,1929.75
1570,1876.77
1571,1539.22
1578,1724.74
1581,1781.27
1583,1497.1
1586,1874.75
1588,1764.43
1593,1633.5
1594,1646.59
1596,1903.92
1597,1626.79
1606,1613.01
1611,1611.88
1612,1875.52
1615,1864.65
1616,1740.1
1623,1761.72
1624,1946.94
1629,1856.52
1631,2008.02
1632,1897.74
1634,1973.14
1639,1647.38
1644,1893.69
1646,1537.26
1649,1726.11
1651,1940.58
1654,1771.31
1657,1891.32
1660,1950.85
1664,1572.7
1665,2023.24
1666,1894.69
1669,1738.48
1677,1858.37
1684,2100.6
1694,1936.98
1696,1835.18
1698,1569.07
1700,1958.1
1701,1828.1
1704,1845.23
1706,2010.22
1710,1868.07
1715,1500.42
1719,2046.86
1720,1885.86
1722,1746.03
1733,1975.13
1734,1808.22
1739,1900.39
1740,2042.62
1743,1831.78
1744,1919.47
1759,2051.66
1762,1921.05
1763,1964.96
1765,1774.59
1766,1899.67
1767,2059.3
1768,1754.68
1773,1932.58
1779,1652.66
1780,1904.27
1781,1933.31
1786,1754.68
1789,1899.2
1790,1789.96
1792,2088.95
1799,2053.98
1802,1536.26
1803,1724.3
1804,1779.13
1812,1895.76
1814,1897.31
1825,1700.54
1828,1774.05
1834,1660.11
1846,1902.82
1849,1725.44
1852,1906.47
1854,1745.67
1855,1961.09
1856,1640.85
1869,1626.69
1871,1880.69
1873,1742.98
1875,1817.01
1876,1727.8
1885,2053.49
1890,1909.16
1891,1741.1
1892,1982.36
1894,1932.29
1895,1750.74
1896,1742.0
1905,1880.13
1906,1962.92
1907,1829.44
1917,1991.15
1920,1959.05
1921,1906.51
1924,1826.22
1926,2035.57
1927,1953.08
1936,1655.62
1951,1952.64
1958,2044.65
1959,1770.93
1963,1928.49
1968,1906.3
1972,1845.94
1973,1951.08
1978,1758.16
1979,1883.73
1980,2104.38
1984,1926.9
1987,1969.81
1991,1926.56
1994,1898.62
1996,2011.36
1997,1838.62
2003,1743.98
2006,2007.87
2007,1905.08
2015,1901.68
2024,2058.48
2025,1709.57
2030,1840.47
2035,1819.73
2037,1925.38
2039,1842.24
2040,1709.18
2041,1971.32
2046,1909.52
2047,1723.84
2050,1899.4
2053,1882.32
2055,2103.78
2057,1901.22
2060,1987.93
2073,1956.31
2076,1937.65
2078,1553.66
2079,1593.93
2085,2009.58
2086,1899.21
2088,2004.14
2091,1845.43
2096,1705.08
2098,1563.64
2104,1834.39
2106,1703.6
2108,1968.84
2111,1938.04
2113,1742.63
2115,1832.94
2116,1867.21
2118,1832.56
2122,1925.55
2126,1964.59
2132,1901.06
2135,1851.2
2138,2086.94
2140,1925.95
2142,2006.9
2148,1939.31
2157,1707.27
2160,1568.65
2167,1877.05
2170,1922.97
2171,1674.14
2174,1958.61
2178,1266.03
2188,1831.84
2191,1940.33
2194,1762.33
2198,1930.81
2199,1506.41
2200,1890.85
2204,1919.27
2208,2124.88
2215,1885.42
2219,2116.04
2225,1899.93
2229,2021.13
2233,1763.24
2236,1893.74
2237,1900.32
2240,1920.02
2243,1572.31
2244,1825.17
2246,1883.11
2247,1828.55
2249,1693.25
2258,1686.01
2262,1983.06
2264,1893.48
2265,1755.78
2269,1861.78
2274,1821.11
2280,1872.95
2284,1734.02
2286,1898.74
2295,1642.25
2297,1825.09
2298,1847.2
2299,1798.21
2300,2012.46
2306,1911.04
2307,1963.17
2311,2038.33
2317,1985.35
2324,1785.29
2326,2054.59
2327,1917.46
2330,1755.33
2332,1617.86
2333,1995.48
2335,1733.1
2337,1905.87
2339,1954.44
2341,1902.36
2345,1866.56
2348,1908.89
2349,1917.91
2351,1802.02
2353,1890.48
2365,1911.45
2366,1579.72
2368,1849.61
2373,1755.55
2374,1817.44
2375,1759.9
2377,1747.51
2378,1947.53
2382,2039.1
2383,2198.25
2384,2106.5
2385,1868.23
2391,1461.67
2396,1924.13
2400,1792.16
2402,2121.84
2403,1982.68
2410,1917.01
2420,1889.55
2422,1914.23
2431,1871.49
2441,1986.5
2442,1925.21
2450,1922.94
2453,1889.58
2454,1793.44
2456,1708.52
2458,1926.34
2460,1799.88
2464,1825.92
2465,1931.28
2466,1720.29
2468,1764.34
2475,1497.0
2476,1897.28
2477,1740.7
2478,1816.77
2480,1903.67
2482,1932.41
2484,1901.94
2485,1867.63
2491,1921.89
2492,1669.55
2494,1538.85
2498,2010.49
2501,1893.13
2502,1958.95
2507,1956.23
2511,1695.85
2519,1913.12
2521,1840.11
2527,1792.61
2530,1685.16
2534,1837.0
2535,1613.13
2536,1911.26
2538,1611.94
2539,1907.21
2542,1959.27
2544,1968.63
2545,1947.29
2550,1850.7
2552,1722.18
2553,2030.19
2554,1783.8
2555,1989.85
2558,1890.08
2570,1790.04
2579,1937.48
2586,1633.22
2587,1922.56
2588,1929.04
2590,1907.68
2595,1882.89
2598,1617.84
2600,1952.27
2603,1997.24
2609,1854.16
2611,1603.94
2612,1891.01
2613,1758.01
2614,1733.24
2616,1795.66
2620,1993.9
2622,1932.83
2623,1835.63
2624,1909.05
2628,1868.49
2629,1903.12
2632,1896.15
2639,1929.95
2646,1876.73
2648,1724.49
2650,1932.08
2655,1837.84
2657,1770.03
2658,1720.81
2661,1946.82
2662,1932.88
2663,1869.25
2667,1796.46
2669,1945.0
2672,1922.3
2673,1800.89
2683,1725.06
2684,1895.66
2686,1884.85
2689,1692.64
2690,1935.43
2692,1807.18
2694,1868.75
2696,1962.53
2697,1956.2
2698,2037.29
2702,1960.74
2710,1862.54
2722,2010.22
2723,1754.19
2731,1959.39
2732,1909.01
2735,1843.67
2736,1517.63
2738,1662.8
2742,1944.08
2746,1993.57
2747,1940.49
2751,1884.08
2752,1729.955
2753,1938.22
2754,1995.58
2755,1820.28
2758,1955.24
2759,1970.04
2760,1743.84
2765,1523.24
2770,1815.41
2774,1734.09
2775,1714.0
2777,1616.96
2782,1717.21
2786,1990.65
2791,1865.22
2795,1712.54
2797,1716.73
2798,1976.4
2800,1742.8
2802,1950.05
2803,1893.12
2804,1863.82
2821,1966.24
2824,1808.49
2825,1796.03
2830,1617.59
2835,1828.24
2838,1724.16
2845,1930.84
2846,1912.43
2847,1550.47
2851,1523.2
2853,1886.91
2856,1900.74
2858,1806.24
2860,1518.72
2867,2034.01
2870,2125.47
2874,1941.04
2883,2018.69
2886,1867.29
2894,1863.59
2897,1885.48
2907,1849.59
2909,1657.87
2923,1756.86
2929,1948.97
2936,1718.23
2942,1559.11
2943,1574.04
2948,1892.22
2950,1662.78
2956,1958.11
2958,1965.88
2959,1895.94
2961,1964.1
2963,1823.5
2965,1875.47
2968,1828.07
2969,1878.8
2971,1810.06
2972,1854.04
2979,1972.91
2980,1913.89
2985,1816.91
2988,1874.22
2992,1741.73
2995,1856.07
2996,1937.16
2997,1963.07
2999,1835.82
3002,1959.06
3003,1782.05
3004,1965.88
3009,2006.22
3011,1887.83
3012,1992.85
3013,1932.42
3025,1700.13
3031,1923.75
3038,1897.67
3039,1801.14
3041,1792.19
3045,1937.02
3047,1656.93
3049,1888.6
3051,1503.18
3055,1858.62
3057,1862.84
3059,1817.49
3065,1932.29
3078,1789.4
3081,1884.98
3083,1769.73
3087,1938.49
3094,1879.01
3096,1725.55
3102,1880.52
3103,1848.05
3105,1940.54
3107,1967.41
3108,1568.42
3111,1803.91
3112,2005.03
3114,1777.82
3121,1790.31
3126,1875.87
3128,1955.71
3132,1534.72
3135,1842.04
3138,2084.7
3139,2058.33
3140,1853.29
3149,1940.79
3153,1689.03
3156,1971.41
3159,1901.73
3165,1947.09
3168,1602.42
3176,1790.24
3180,2002.73
3181,1806.73
3184,1481.05
3190,1942.78
3192,1903.31
3197,1815.01
3202,1954.69
3204,1926.46
3206,1875.55
3211,1885.81
3212,1778.36
3215,1814.98
3220,1836.05
3221,1979.39
3223,1744.26
3224,1991.8
3228,2034.93
3232,1842.42
3239,1696.19
3241,1948.42
3243,1805.91
3245,1958.71
3257,2005.97
